title,genre,director,production_company,release_date,budget,runtime,mpaa_rating,trailer_views,trailer_likes,cast_popularity_score,vote_average,vote_count,revenue,release_year,release_month,budget_to_runtime_ratio,trailer_engagement_rate
An Princess Hero,Romance,James Cameron,Paramount,2019-10-18,94357861,142,PG,36008625,1626161,7.2,6.4,82204,8142193952,2019,10,664491.9788732395,0.04516031922907359
The Mountain,Fantasy,Jordan Peele,Paramount,2024-10-20,194650921,137,R,41848351,1369108,4.83,6.9,68435,10139332957,2024,10,1420809.6423357665,0.032715936644672095
Mystery,Horror,David Fincher,Disney,2015-05-30,17018085,145,R,47779009,960612,3.41,8.5,73973,1959407705,2015,5,117366.10344827586,0.020105314448861843
A Queen Dragon,Animation,Quentin Tarantino,Universal Pictures,2020-10-18,74079708,149,G,47860753,1585289,9.32,4.8,16876,6066161643,2020,10,497179.24832214764,0.03312294313463894
Kingdom,Animation,Unknown Director A,DreamWorks,2023-12-30,95829880,120,PG,8267330,86378,1.75,5.5,49846,3884338179,2023,12,798582.3333333334,0.010448113236075009
War Hero,Horror,David Fincher,DreamWorks,2022-03-12,23555963,102,R,20858786,549560,9.84,5.6,89641,2653738873,2022,3,230940.8137254902,0.026346691509275755
A Dragon Sun,Animation,David Fincher,Lions Gate,2024-05-09,15003633,111,G,46340128,548810,4.9,8.5,52109,1477417632,2024,5,135167.86486486485,0.011843083385527118
A Past War,Thriller,Jordan Peele,Sony Pictures,2016-02-16,58529154,129,R,41614466,1197554,5.71,4.1,74622,957410809,2016,2,453714.37209302327,0.02877734872291765
A Moon Adventure,Fantasy,David Fincher,DreamWorks,2021-03-25,189596908,147,G,31807490,991297,7.14,7.2,81526,24487809416,2021,3,1289774.8843537415,0.031165521076953886
An Love Knight,Comedy,David Fincher,Sony Pictures,2020-02-05,89699404,123,PG,25610792,271159,9.8,6.8,1766,6918324919,2020,2,729263.4471544715,0.010587685066514148
Past War,Adventure,Unknown Director A,Universal Pictures,2020-06-22,44835534,114,PG,5108219,70814,7.06,8.2,73276,369143707,2020,6,393294.15789473685,0.01386275725453431
A Love,Horror,Unknown Director B,Sony Pictures,2017-12-27,22702023,96,R,45802160,996010,5.37,8.2,42806,1613877058,2017,12,236479.40625,0.021745917659778492
A Mountain Ocean,Drama,Unknown Director B,Sony Pictures,2019-08-07,41924502,180,G,30927004,521648,8.45,5.4,62604,838484665,2019,8,232913.9,0.01686707189613323
The Mystery Star,Comedy,Unknown Director B,Paramount,2023-01-16,65750160,105,G,9243563,459843,1.65,8.7,72073,1866295934,2023,1,626192.0,0.04974737555204633
The Fire,Animation,Martin Scorsese,Lions Gate,2024-12-07,19657555,142,G,21238176,370334,1.73,8.4,98500,670147085,2024,12,138433.48591549296,0.01743718481285775
The Love Magic,Thriller,James Cameron,Warner Bros,2024-11-02,215339791,126,R,37800040,1453602,7.29,5.1,85654,7774464973,2024,11,1709045.9603174604,0.03845503867191675
The Fire,Adventure,Greta Gerwig,DreamWorks,2016-08-01,68637312,102,PG-13,36232741,482101,9.12,7.6,10269,3057608863,2016,8,672914.8235294118,0.01330567289954685
Fire,Romance,Denis Villeneuve,Paramount,2020-11-16,37474862,111,PG,28331146,883863,4.65,5.4,72522,294371345,2020,11,337611.36936936935,0.03119757315853019
The Journey Future,Drama,David Fincher,Paramount,2019-07-21,23508590,154,G,22302855,520987,5.01,6.2,37267,959334558,2019,7,152653.18181818182,0.023359655075549744
A Moon Mountain,Romance,Steven Spielberg,Marvel Studios,2020-07-13,248830884,134,PG-13,49131069,545465,9.91,4.5,31614,10848574172,2020,7,1856946.8955223882,0.011102241638585149
An Secret Magic,Action,Unknown Director A,Universal Pictures,2016-11-19,56386886,115,PG-13,15790578,356947,9.28,5.3,11899,4695829766,2016,11,490320.74782608694,0.022605062335273603
An Fire Light,Action,Steven Spielberg,Sony Pictures,2016-03-30,170532703,103,PG,23388421,1138185,6.89,7.4,35030,11324110304,2016,3,1655657.3106796117,0.04866446520695005
A Peace,Romance,Unknown Director B,MGM,2022-07-23,54144824,131,G,15575278,570944,8.46,4.2,52468,129667803,2022,7,413319.2671755725,0.03665706640998639
A Dragon Knight,Action,Jordan Peele,MGM,2022-11-01,126292407,94,G,36524078,803371,6.52,4.5,30016,4278403066,2022,11,1343536.244680851,0.02199565448305088
Mystery Kingdom,Adventure,Christopher Nolan,Marvel Studios,2019-07-28,210699283,126,G,43326518,466577,6.14,8.7,72761,74216332307,2019,7,1672216.5317460317,0.010768855230877311
Star,Drama,Greta Gerwig,Paramount,2018-06-10,82987635,164,PG-13,15201393,164485,4.53,6.3,21601,1623957914,2018,6,506022.1646341463,0.010820389947158133
Peace,Horror,Martin Scorsese,MGM,2015-09-08,89253345,101,PG-13,14785777,614660,3.77,8.3,10141,7753152842,2015,9,883696.4851485149,0.04157103140403105
A Queen Past,Horror,Quentin Tarantino,Marvel Studios,2016-09-12,20656264,95,R,26445737,734209,8.15,7.1,1851,2216234878,2016,9,217434.35789473684,0.027762848885625687
A Light Sun,Adventure,Martin Scorsese,MGM,2023-04-07,84671199,139,R,21016817,350969,1.42,8.8,32492,7676516195,2023,4,609145.3165467626,0.016699436456053266
Mountain Mystery,Comedy,Christopher Nolan,Lions Gate,2016-04-14,104383095,141,PG-13,10978524,208877,7.77,4.0,25778,7686760594,2016,4,740305.6382978724,0.01902596378165225
Past,Romance,Greta Gerwig,Warner Bros,2019-11-12,19282914,139,G,33864676,929965,5.82,5.7,73168,170754058,2019,11,138726.0,0.027461210613678986
A Shadow Storm,Romance,Quentin Tarantino,Lions Gate,2020-12-31,98867075,128,PG,4607617,146980,4.38,8.7,67652,5110672172,2020,12,772399.0234375,0.03189935274568177
The Mountain Love,Action,Christopher Nolan,Universal Pictures,2021-03-07,137378465,129,PG-13,36114279,545269,9.34,8.9,18730,28755879995,2021,3,1064949.3410852712,0.015098432395673744
The Past King,Romance,Greta Gerwig,MGM,2022-12-20,31344669,134,G,45272738,681867,6.65,4.1,5733,245389326,2022,12,233915.44029850746,0.015061315708362945
The Shadow War,Romance,Unknown Director B,Disney,2015-06-19,22534576,122,G,28146719,659156,1.42,5.3,26826,84036409,2015,6,184709.6393442623,0.02341857322695409
The Sun,Adventure,Unknown Director A,Marvel Studios,2022-04-23,26729732,128,G,27997864,1044472,8.32,8.9,10702,2164250638,2022,4,208826.03125,0.03730541729897681
A Dream Storm,Horror,Steven Spielberg,MGM,2019-05-05,185195039,100,PG-13,38183548,505794,8.82,8.7,56023,52800272548,2019,5,1851950.39,0.013246385589940464
An Light,Sci-Fi,Martin Scorsese,Warner Bros,2021-05-25,187477872,171,R,24396817,596912,3.73,5.4,34388,7635834298,2021,5,1096361.8245614036,0.02446679827126629
A King Legend,Comedy,Denis Villeneuve,Disney,2016-06-14,27675186,114,PG,29214501,1322907,2.06,5.5,20248,655280635,2016,6,242764.7894736842,0.04528254649976736
Mountain Fire,Action,Jordan Peele,Lions Gate,2021-08-30,76329790,137,R,9999826,355781,7.52,8.5,94220,1727689679,2021,8,557151.7518248175,0.035578719069711814
A War,Comedy,Ridley Scott,Marvel Studios,2019-02-02,76354003,105,PG,16576741,338657,2.82,8.1,91377,2510141594,2019,2,727180.9809523809,0.020429648988302344
An Queen Light,Animation,Unknown Director A,Paramount,2020-08-07,49402602,140,PG,27035929,904975,9.05,8.0,36160,5316257559,2020,8,352875.72857142857,0.0334730498811415
An Light Shadow,Fantasy,David Fincher,Warner Bros,2019-10-31,106001470,147,PG-13,8587470,113038,4.09,5.8,71187,10063058200,2019,10,721098.4353741497,0.013163131865380607
Love Legend,Romance,Greta Gerwig,20th Century Fox,2019-06-15,45545437,144,R,12295281,178449,9.3,4.1,37199,150555473,2019,6,316287.75694444444,0.014513617053567136
Queen,Drama,Unknown Director C,Universal Pictures,2019-08-29,20615418,139,PG-13,20833033,386236,8.29,6.3,55086,476683893,2019,8,148312.35971223022,0.018539595266805365
A Kingdom Empire,Comedy,Steven Spielberg,Warner Bros,2019-02-17,275928210,125,R,6299388,293841,6.01,5.6,28409,2629681865,2019,2,2207425.68,0.046645959893246776
A King,Thriller,Quentin Tarantino,Universal Pictures,2024-10-02,91987146,149,PG-13,46505845,1449190,8.17,8.4,20344,2744462876,2024,10,617363.3959731543,0.03116145938214863
Light,Romance,Unknown Director D,Universal Pictures,2024-02-15,63965657,149,G,1749979,82429,4.31,7.2,87282,580439912,2024,2,429299.71140939597,0.047102850948497095
A War Secret,Animation,James Cameron,Disney,2021-06-07,265837788,140,G,14704008,595843,5.76,7.1,12382,25634229101,2021,6,1898841.342857143,0.040522488834336866
Past Dragon,Animation,Unknown Director B,Lions Gate,2023-10-17,38035177,112,G,48360433,1206165,6.54,8.1,87412,2076102470,2023,10,339599.79464285716,0.024941153856087268
An Shadow Queen,Thriller,Unknown Director B,Disney,2023-10-08,52518285,104,PG-13,15309363,412266,1.78,5.8,5555,1272332959,2023,10,504983.5096153846,0.026929010697571153
Love Quest,Sci-Fi,Christopher Nolan,Warner Bros,2015-02-27,211907089,127,PG,26703680,373612,6.8,8.8,73564,21460374155,2015,2,1668559.7559055118,0.013991030449735768
An Quest Journey,Horror,Unknown Director C,20th Century Fox,2020-05-13,31884363,110,R,17726519,270169,2.89,8.8,29402,1057266375,2020,5,289857.84545454546,0.015240950578057655
Quest Mountain,Animation,Martin Scorsese,Universal Pictures,2017-01-01,52478039,115,G,25401849,440001,9.0,9.0,45241,4020235314,2017,1,456330.7739130435,0.0173216130841499
The Future Mystery,Thriller,James Cameron,Warner Bros,2024-04-13,143435261,90,R,44995990,1017368,8.71,8.7,16994,33251149984,2024,4,1593725.1222222222,0.022610192597162546
The Moon,Thriller,Unknown Director A,Sony Pictures,2019-05-01,13490284,110,R,32053476,378273,3.87,6.8,23843,679987102,2019,5,122638.94545454545,0.011801309786183564
The Peace Journey,Adventure,Greta Gerwig,20th Century Fox,2021-08-23,33389728,127,PG-13,30356654,967917,4.22,4.9,63542,845169329,2021,8,262911.2440944882,0.03188483816431152
A Hero,Adventure,Quentin Tarantino,MGM,2017-09-24,62713148,147,R,31155124,974507,6.83,6.0,75238,6361026238,2017,9,426620.0544217687,0.031279188617577
A Future Love,Thriller,Ridley Scott,MGM,2020-12-12,76774964,129,R,43636764,1387119,4.17,8.2,28263,4323758686,2020,12,595154.7596899224,0.031787852096457014
Knight,Animation,Unknown Director A,Sony Pictures,2017-01-14,36296200,97,G,3165579,51730,6.27,5.8,4082,979398583,2017,1,374187.6288659794,0.01634140231534263
Adventure Adventure,Sci-Fi,James Cameron,Paramount,2021-02-09,258611927,168,R,33413632,869975,6.15,7.0,41568,35141179798,2021,2,1539356.7083333333,0.02603652904299658
An Past,Thriller,Quentin Tarantino,Marvel Studios,2021-08-08,56824273,107,R,41469843,724016,5.18,4.4,84229,1449736965,2021,8,531067.9719626168,0.017458855583321112
Star,Thriller,David Fincher,Disney,2019-10-14,45226350,105,PG-13,21173093,731811,9.25,7.1,74346,3447550963,2019,10,430727.14285714284,0.03456325440973598
The Future,Drama,James Cameron,Paramount,2023-10-23,99594158,170,PG-13,41169733,611473,6.12,7.0,33058,12207465219,2023,10,585847.9882352941,0.014852488841742064
An Moon,Fantasy,Martin Scorsese,Universal Pictures,2017-07-08,62816244,127,PG-13,33688272,903018,6.45,6.4,29642,7867814227,2017,7,494616.094488189,0.02680511484827717
Hero Kingdom,Comedy,Christopher Nolan,Universal Pictures,2016-04-16,208510036,138,G,32240460,743882,9.09,6.6,26259,31488329977,2016,4,1510942.2898550725,0.023072933822904512
Secret Fire,Sci-Fi,Steven Spielberg,Universal Pictures,2023-02-11,243997532,134,G,1937831,30341,7.64,5.8,18873,9227929501,2023,2,1820877.1044776118,0.0156571961125609
A Light Knight,Action,Jordan Peele,20th Century Fox,2024-01-16,71174536,149,PG,4716038,96413,4.24,5.5,34996,2654096651,2024,1,477681.4496644295,0.020443643583872732
The Dragon Sun,Comedy,Christopher Nolan,Disney,2017-03-09,163222338,119,PG-13,12388411,255262,2.87,4.5,40486,15912952765,2017,3,1371616.2857142857,0.02060490243664018
The Hero War,Romance,Unknown Director B,Universal Pictures,2021-05-19,42658780,114,G,10367027,471127,6.88,7.2,64870,117995003,2021,5,374199.8245614035,0.04544475479807277
Mystery,Comedy,Unknown Director D,DreamWorks,2021-11-01,42625379,117,R,22805643,393328,7.76,7.6,99814,520882771,2021,11,364319.4786324786,0.01724695944771213
A Hero Dream,Action,Quentin Tarantino,Marvel Studios,2017-06-17,102953877,106,R,31536880,871645,7.61,4.6,57069,2973192963,2017,6,971262.9905660377,0.02763891038048152
An Secret Sun,Romance,Quentin Tarantino,Marvel Studios,2015-11-17,28225244,148,PG,49405964,1643679,7.93,8.1,23364,2066598725,2015,11,190711.1081081081,0.033268837745985484
The Fire Storm,Action,Steven Spielberg,Lions Gate,2023-01-18,123766861,100,PG,19741025,238565,4.36,6.2,95661,14754153211,2023,1,1237668.61,0.012084732175760884
Shadow Mystery,Animation,Unknown Director C,MGM,2024-09-01,29545299,149,PG,3458559,88029,6.76,5.1,58764,361667729,2024,9,198290.59731543623,0.025452507821899235
An Ocean Past,Fantasy,James Cameron,Paramount,2020-09-08,274537078,137,PG,16703097,491383,6.64,6.3,11001,61447772057,2020,9,2003920.2773722627,0.029418676069473824
The Quest Mountain,Animation,Christopher Nolan,Warner Bros,2020-02-05,93283192,145,PG,19652036,741735,8.18,8.7,79415,5969060300,2020,2,643332.3586206896,0.03774341752681503
The Storm,Thriller,David Fincher,Paramount,2017-10-20,34569780,125,R,12299579,203459,4.25,5.4,19919,971121136,2017,10,276558.24,0.0165419483057103
Mountain,Drama,Quentin Tarantino,Paramount,2018-04-20,45539380,148,G,20550302,618320,5.67,6.5,77036,1529329104,2018,4,307698.5135135135,0.030088122305939834
A Secret Moon,Thriller,Denis Villeneuve,Paramount,2021-12-30,99219610,147,PG-13,26759731,724801,6.92,4.8,79346,3060105018,2021,12,674963.3333333334,0.02708551143507384
An War Queen,Fantasy,Steven Spielberg,Universal Pictures,2024-01-29,242292450,98,G,43997238,1089169,7.53,4.8,78663,25817934243,2024,1,2472371.93877551,0.024755394872741785
The Future King,Thriller,Unknown Director A,Universal Pictures,2022-03-30,59842108,101,R,44665674,1811542,2.62,6.2,10961,951792320,2022,3,592496.1188118812,0.04055781179972791
The Legend,Fantasy,Unknown Director D,Disney,2022-11-25,92153472,94,G,11963519,526635,1.85,8.1,10996,948309896,2022,11,980356.085106383,0.044020074695413615
The Empire Magic,Animation,Steven Spielberg,DreamWorks,2018-08-31,150368711,125,G,26236447,586965,3.75,4.7,89305,22573831097,2018,8,1202949.688,0.022372122261829126
Queen,Sci-Fi,James Cameron,20th Century Fox,2023-05-26,163427649,169,G,40083014,1098826,2.16,5.5,24631,10147553952,2023,5,967027.5088757396,0.027413756859701217
An Star Love,Adventure,James Cameron,Lions Gate,2020-09-24,232565816,139,G,6142992,177178,6.53,4.8,54248,12826340318,2020,9,1673135.3669064748,0.02884229704352537
An Past War,Sci-Fi,Christopher Nolan,Universal Pictures,2022-12-02,80572023,123,G,23442846,1112359,7.73,6.7,26348,5132028781,2022,12,655057.0975609756,0.04744982755080164
Hero Queen,Comedy,David Fincher,MGM,2016-12-01,93581654,139,G,4102459,115049,5.81,6.2,60950,1671494695,2016,12,673249.309352518,0.028043912199975672
A Princess,Thriller,David Fincher,Warner Bros,2020-09-02,50127018,130,PG-13,42452803,2060616,9.22,7.8,53755,3572241047,2020,9,385592.44615384616,0.04853898575319043
A War Princess,Animation,Martin Scorsese,Warner Bros,2022-07-19,77553306,144,G,23542979,1080821,5.15,7.0,9296,12038335910,2022,7,538564.625,0.0459084213599307
A King War,Animation,Martin Scorsese,Marvel Studios,2022-02-13,77239506,123,G,44001893,1871345,3.23,4.4,17703,5052276236,2022,2,627963.4634146341,0.042528738479501324
The Hero Adventure,Thriller,Martin Scorsese,Marvel Studios,2023-01-12,25223295,134,R,25391343,628323,9.58,6.0,51393,721887672,2023,1,188233.5447761194,0.02474555993355688
Kingdom,Horror,Unknown Director A,20th Century Fox,2022-01-17,90424475,90,R,49638026,1087790,2.23,8.3,3945,1854307586,2022,1,1004716.3888888889,0.021914449216816158
A Hero Quest,Animation,Denis Villeneuve,Paramount,2022-09-10,96229892,121,PG,37623919,905898,6.56,6.9,54166,3234042844,2022,9,795288.3636363636,0.02407771503016472
Legend,Animation,Jordan Peele,DreamWorks,2016-03-13,56112881,108,G,17898686,386622,1.09,7.0,87885,1678857915,2016,3,519563.712962963,0.021600580064927672
The Magic Magic,Animation,Christopher Nolan,Marvel Studios,2024-06-02,226126653,101,PG,35979169,1559429,4.23,4.5,30024,25958751122,2024,6,2238877.7524752477,0.04334255190830005
Adventure,Adventure,Jordan Peele,Sony Pictures,2019-08-31,36750868,90,PG,30102909,1250237,9.24,4.2,28899,481023574,2019,8,408342.97777777776,0.04153209910709958
The King Ocean,Adventure,Jordan Peele,Paramount,2023-08-09,80877745,102,R,36430209,1333296,9.07,5.5,59828,4168141808,2023,8,792919.068627451,0.03659863713655884
A Secret,Sci-Fi,Ridley Scott,Warner Bros,2015-07-14,111988779,137,PG-13,20435065,980632,3.27,7.0,6670,1784276634,2015,7,817436.3430656934,0.04798771131875529
Quest,Romance,Ridley Scott,MGM,2021-09-12,63544156,145,R,9289016,210090,4.83,4.9,24697,133612563,2021,9,438235.55862068967,0.022617035001339218
An Dream,Romance,Ridley Scott,MGM,2017-07-01,85635631,117,PG-13,11556990,160128,8.42,5.2,30520,803674957,2017,7,731928.4700854701,0.01385551082072408
Shadow,Comedy,Unknown Director A,Universal Pictures,2016-01-10,14125390,149,R,15993295,750492,6.76,7.2,61727,363045045,2016,1,94801.27516778524,0.046925414681590005
The Kingdom Shadow,Comedy,Unknown Director A,Sony Pictures,2016-07-27,46960195,96,R,7861553,386001,3.95,5.8,12014,432656631,2016,7,489168.6979166667,0.049099840705774035
Magic,Drama,Ridley Scott,Universal Pictures,2018-05-03,63835737,175,PG-13,7625251,330407,8.6,4.6,77097,176265408,2018,5,364775.64,0.04333063921436816
The Journey,Drama,David Fincher,Warner Bros,2024-10-19,14213734,164,PG,16182365,696164,5.69,7.0,24883,484766163,2024,10,86669.10975609756,0.04301991705167941
Empire Moon,Sci-Fi,Martin Scorsese,Sony Pictures,2022-09-03,66802684,140,PG,8302524,230866,3.75,5.6,87624,2080304524,2022,9,477162.02857142856,0.02780672479838661
An Love Empire,Sci-Fi,Denis Villeneuve,Warner Bros,2023-03-31,178631805,148,R,11010913,371063,4.58,8.7,41683,3204907203,2023,3,1206971.6554054054,0.03369956696597276
A Light Empire,Action,Unknown Director B,Marvel Studios,2016-04-04,62945088,124,PG-13,32291488,617251,1.15,8.5,90621,6733066253,2016,4,507621.67741935485,0.019114975438728622
A Dream,Horror,Greta Gerwig,MGM,2023-02-14,66447718,127,R,29496395,496361,9.2,5.9,65261,2239534100,2023,2,523210.3779527559,0.01682785303085343
Empire Light,Animation,Unknown Director A,Warner Bros,2024-03-12,23476277,109,G,43002545,1476597,8.74,8.5,61571,1184477438,2024,3,215378.6880733945,0.03433743281938313
Secret,Fantasy,David Fincher,DreamWorks,2016-03-05,72280190,101,PG,42928563,480258,5.75,5.7,57939,3356388412,2016,3,715645.4455445545,0.01118737657256312
Shadow Moon,Animation,Unknown Director A,MGM,2022-01-25,27404154,143,G,29983234,861130,1.42,5.6,74436,1796532783,2022,1,191637.44055944055,0.028720384198715854
An Legend Mountain,Action,Unknown Director C,Sony Pictures,2017-03-10,83966890,133,R,1440512,57397,2.09,6.9,77610,556218756,2017,3,631330.0,0.0398448607161898
A Knight Queen,Fantasy,Ridley Scott,DreamWorks,2023-12-11,77129249,144,G,2966655,63297,1.55,4.7,28810,1998640114,2023,12,535619.7847222222,0.0213361513219434
Princess,Fantasy,Unknown Director B,MGM,2019-07-01,115859573,103,PG-13,16339975,685284,1.54,4.0,44760,5087660378,2019,7,1124850.2233009709,0.041939109453961836
An Moon,Drama,Greta Gerwig,Lions Gate,2021-05-15,29956094,142,PG-13,7863835,110490,3.61,6.0,89977,242680024,2021,5,210958.4084507042,0.014050396530446024
Knight,Romance,Quentin Tarantino,Paramount,2016-12-26,74959650,95,R,17205205,348525,8.35,7.4,11032,1232913717,2016,12,789048.947368421,0.020256951312117466
An Fire Shadow,Romance,Steven Spielberg,Marvel Studios,2017-02-12,259658165,125,G,9184454,272012,2.93,5.3,64780,10498677322,2017,2,2077265.32,0.029616567299482366
Star,Action,Greta Gerwig,20th Century Fox,2021-06-13,62053719,116,R,27086617,552705,7.81,8.6,80536,5323168060,2021,6,534945.8534482758,0.0204050952542357
Secret War,Adventure,Unknown Director D,Disney,2024-04-27,49110827,124,R,9212362,403817,2.11,5.3,26761,147446490,2024,4,396055.0564516129,0.043834252279708504
Past Mystery,Horror,Quentin Tarantino,MGM,2020-08-25,75157948,147,PG-13,34141449,1015254,5.94,6.2,98964,12965445066,2020,8,511278.55782312923,0.02973669922445295
An Princess Ocean,Romance,Quentin Tarantino,DreamWorks,2024-04-05,90485363,145,R,1656392,28906,2.15,4.7,35669,310732183,2024,4,624036.9862068966,0.017451183053286905
The Legend,Horror,Unknown Director C,Paramount,2015-09-29,7641440,93,R,46369350,1560913,7.34,4.5,29192,99143473,2015,9,82166.02150537634,0.03366260255966495
An Quest Dragon,Fantasy,Denis Villeneuve,Marvel Studios,2021-08-02,199792605,120,PG,26257329,1294973,8.79,6.9,27828,2776800866,2021,8,1664938.375,0.04931853502692524
Queen Empire,Fantasy,Unknown Director D,MGM,2015-07-31,59514973,102,PG-13,25773966,799859,1.89,5.9,7587,5123953173,2015,7,583480.1274509804,0.03103360189114861
Legend,Sci-Fi,Unknown Director B,Universal Pictures,2015-10-15,146741714,132,R,36587180,1219659,1.09,6.3,80287,3313109632,2015,10,1111679.6515151516,0.0333356929941034
A Future King,Thriller,Martin Scorsese,Universal Pictures,2016-01-19,19650815,103,R,38108556,443974,5.58,8.4,86863,1328567022,2016,1,190784.61165048543,0.011650244632727621
A Love Kingdom,Fantasy,Unknown Director C,Warner Bros,2020-04-25,51688101,119,PG-13,20661703,409001,1.48,8.9,30567,4799436810,2020,4,434353.7899159664,0.019795125309854663
A Kingdom Adventure,Comedy,Unknown Director B,Marvel Studios,2021-07-17,41453156,109,R,31940494,1447928,4.38,4.1,89395,856293690,2021,7,380304.18348623853,0.04533204777609263
An Peace Mountain,Comedy,James Cameron,Sony Pictures,2024-04-11,265768554,112,PG-13,7612619,192527,2.18,4.5,88479,6287604186,2024,4,2372933.5178571427,0.025290507773999986
The Moon,Sci-Fi,James Cameron,Lions Gate,2021-03-27,194879605,170,R,8616229,159880,4.41,4.3,2267,2732286174,2021,3,1146350.6176470588,0.018555681377549274
An Empire Love,Animation,Martin Scorsese,Warner Bros,2019-11-26,45369409,92,G,27189427,893205,7.53,6.6,27424,5693129670,2019,11,493145.75,0.03285118880953247
Kingdom,Adventure,Quentin Tarantino,MGM,2020-12-01,60058585,110,PG-13,29070457,508723,7.43,4.0,9640,2456583141,2020,12,545987.1363636364,0.017499656094157722
Empire,Fantasy,Jordan Peele,20th Century Fox,2017-10-15,128300155,137,R,30529644,597492,2.0,4.0,68653,2578695259,2017,10,936497.4817518248,0.019570880027294128
The Adventure Sun,Comedy,Unknown Director D,Disney,2016-07-22,97007726,121,PG,30751727,1220430,6.24,6.7,76650,4568222183,2016,7,801716.7438016529,0.03968655158781814
The Knight,Thriller,James Cameron,20th Century Fox,2017-09-30,90906657,93,PG-13,40145552,1711702,9.75,6.6,90692,9429533497,2017,9,977490.9354838709,0.042637401025149686
A Future Quest,Horror,Ridley Scott,DreamWorks,2016-08-02,81951198,141,R,10171780,497513,2.7,5.3,88127,362413001,2016,8,581214.1702127659,0.04891110503766302
An Past Peace,Sci-Fi,David Fincher,Lions Gate,2016-08-30,64406532,126,G,37045875,574875,8.93,7.6,19255,10548363808,2016,8,511162.95238095237,0.015517922035854195
A Star War,Comedy,Christopher Nolan,DreamWorks,2018-11-20,214431700,146,G,33445096,685062,3.92,4.7,30805,17390358739,2018,11,1468710.2739726028,0.02048318234757048
A Dragon Knight,Fantasy,Martin Scorsese,DreamWorks,2022-11-12,139124748,96,G,46178196,1235124,1.62,4.9,83778,3304778561,2022,11,1449216.125,0.02674690886582057
The King Magic,Adventure,Martin Scorsese,DreamWorks,2017-09-19,75111528,99,R,5916051,66170,7.51,7.7,24039,998157681,2017,9,758702.303030303,0.011184825823847699
Secret,Sci-Fi,David Fincher,Sony Pictures,2017-07-08,119403665,139,R,48781179,577575,8.88,7.3,19917,21476362605,2017,7,859019.1726618705,0.011840119731423465
A Storm Shadow,Drama,Unknown Director B,Paramount,2020-07-07,24985122,136,PG,23569468,762080,4.8,6.5,54717,509813525,2020,7,183714.13235294117,0.03233335601804843
The Secret Legend,Sci-Fi,Ridley Scott,20th Century Fox,2016-09-17,84902519,137,G,41801525,1888293,8.95,6.0,72536,5357018166,2016,9,619726.4160583941,0.045172825632557666
A Kingdom,Adventure,Unknown Director C,DreamWorks,2018-05-27,72189199,126,R,20322395,994622,2.13,5.6,36635,1471544964,2018,5,572930.1507936508,0.048942164543106265
The Shadow Knight,Romance,Martin Scorsese,Sony Pictures,2017-11-17,82152651,140,PG,1253729,61176,6.94,5.4,38100,832417742,2017,11,586804.65,0.048795234057758895
An Magic War,Horror,Quentin Tarantino,Sony Pictures,2022-08-05,83753507,140,R,33684147,1515020,5.52,4.9,9489,2210273613,2022,8,598239.3357142857,0.04497724107426559
The Kingdom Kingdom,Comedy,Unknown Director D,Sony Pictures,2018-06-27,31316515,132,PG-13,5620491,236543,2.68,8.3,16527,328777282,2018,6,237246.32575757575,0.042085824886117604
A Moon Knight,Action,Quentin Tarantino,Universal Pictures,2015-09-13,104128514,96,R,37060796,1598168,6.61,8.6,7487,14954121699,2015,9,1084672.0208333333,0.04312287302193941
An Mountain Magic,Fantasy,David Fincher,Marvel Studios,2023-10-03,78175598,146,R,10541339,426106,9.46,7.4,81850,7126434013,2023,10,535449.301369863,0.040422378978609834
A Empire,Adventure,Quentin Tarantino,Lions Gate,2018-10-27,34991874,111,PG,47490186,701676,5.25,4.8,70269,1560380286,2018,10,315242.1081081081,0.014775179023303888
The Quest Kingdom,Fantasy,Steven Spielberg,MGM,2020-04-09,121507832,98,PG,45522373,1539970,7.82,7.2,51357,42648881568,2020,4,1239875.836734694,0.033828860371580366
Peace,Fantasy,Christopher Nolan,DreamWorks,2019-02-09,290554901,112,R,33688073,379297,2.53,5.3,39425,16891589660,2019,2,2594240.1875,0.011259088639471898
Peace,Romance,Unknown Director D,Lions Gate,2017-11-29,58473790,132,R,1437016,36726,4.98,7.4,9689,953291223,2017,11,442983.25757575757,0.02555712671257662
A Past Quest,Horror,Unknown Director D,Universal Pictures,2019-05-10,14757579,90,R,747344,13977,4.28,8.9,86036,217837384,2019,5,163973.1,0.01870223083345822
A Quest Empire,Adventure,Quentin Tarantino,Marvel Studios,2015-02-11,45456950,148,G,49665949,1341152,8.28,4.4,3027,3934430259,2015,2,307141.5540540541,0.02700345059348408
The Sun Kingdom,Drama,Quentin Tarantino,MGM,2024-09-02,49291158,134,PG-13,37006561,504347,1.03,4.1,16530,2051287394,2024,9,367844.46268656716,0.013628583320671165
Journey Storm,Romance,Ridley Scott,Warner Bros,2016-07-14,78284041,139,G,30234571,1399990,3.97,4.5,31698,872618180,2016,7,563194.5395683453,0.04630427863520868
Peace,Sci-Fi,Christopher Nolan,Universal Pictures,2018-04-25,291196397,138,R,49636124,2169249,4.33,5.4,61630,20150600006,2018,4,2110118.8188405796,0.04370302967250223
Dream,Drama,Denis Villeneuve,Marvel Studios,2017-06-05,18113424,151,PG-13,20695416,1017138,5.77,7.9,58973,413254471,2017,6,119956.45033112583,0.04914798523499117
